webpage,id,slug,title,state,sharing,createdAt,updatedAt,licence,licence_notes,publisher,featured_dataset,author,author_email,maintainer,maintainer_email,update_frequency,odi-certificate,tags,topic-business-and-economy,topic-championing-london,topic-crime-and-community-safety,topic-demographics,topic-education,topic-employment-and-skills,topic-environment,topic-health,topic-housing,topic-art-and-culture,topic-london-2012,topic-planning,topic-sport,topic-transparency,topic-transport,topic-young-people,topic-income-poverty-welfare,parent,london_smallest_geography,london_bounding_box
https://data.london.gov.uk/dataset/suds-opportunity-mapping-tool,4e684a70-3d4b-455a-bc73-c1af8bcad1a7,suds-opportunity-mapping-tool,SuDS Opportunity Mapping Tool,active,public,21-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,George Warren,george.warren@london.gov.uk,,,One off,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/number-of-take-away-food-shops-and-mobile-food-stands,c0250e07-9a2b-4a36-bdc8-bb27d5a17966,number-of-take-away-food-shops-and-mobile-food-stands,Number of take-away food shops and mobile food stands,active,public,11-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,Inter Departmental Business Register (IDBR),,,,Annually,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/number-of-capital-growth-food-growing-spaces,f43ecaf4-0fab-4097-ab79-738db6903ac5,number-of-capital-growth-food-growing-spaces,Number of Capital Growth food growing spaces,active,public,21-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Capital Growth,,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,49a5c392-705d-450a-a8a1-886e44bf9908,,
https://data.london.gov.uk/dataset/-ghg-emissions-per-capita-from-food-and-non-alcoholic-drinks-,d005b723-4849-462a-980b-39dab19c3502,-ghg-emissions-per-capita-from-food-and-non-alcoholic-drinks-, GHG emissions per capita from food and non-alcoholic drinks,active,public,21-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,"Department for Environment, Food & Rural Affairs",,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,b3013f60-ae7b-4dd6-8e26-14a41bdf4995,,
https://data.london.gov.uk/dataset/number-of-fresh-produce-food-markets-in-london,24bcdb72-43d6-45b7-8a4c-d0555dfda5b2,number-of-fresh-produce-food-markets-in-london,Number of fresh produce food markets in London,active,public,11-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,GLA street markets,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/food-and-non-alcoholic-drinks,18b6e725-bb26-4cac-92eb-dd534d02d830,food-and-non-alcoholic-drinks,Food and non alcoholic drinks,active,public,21-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,"Department for Environment, Food & Rural Affairs",,,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,b3013f60-ae7b-4dd6-8e26-14a41bdf4995,,
https://data.london.gov.uk/dataset/breastfeeding-rates,8dd8129c-8296-48b3-87dc-3c91f896730c,breastfeeding-rates,Breastfeeding rates,active,public,11-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,NHSdigital,,NHS England,,,,Annually,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,4c00cff0-ae09-4ee5-8694-10e89c5e5195,,
https://data.london.gov.uk/dataset/number-of-job-postings-in-food-preparation-and-hospitality-trades,d1559462-0140-411a-93f3-5513c2ca6e66,number-of-job-postings-in-food-preparation-and-hospitality-trades,Number of job postings in food preparation and hospitality trades,active,public,11-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Burning glass,,,,,,Quarterly,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,73e015bb-dfb8-4990-a7e1-ef727896ad8d,,
https://data.london.gov.uk/dataset/consumer-price-inflation--food-and-non-alcoholic-beverages,eed138f8-3b54-459e-afaa-67d08a261c2a,consumer-price-inflation--food-and-non-alcoholic-beverages,Consumer price inflation- Food and non-alcoholic beverages,active,public,11-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,ONS,,,,Quarterly,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/consumer-price-index---food-and-non-alcoholic-beverages,264cc96f-e4b3-480e-ad3c-fe15ef23b147,consumer-price-index---food-and-non-alcoholic-beverages,Consumer price Index - Food and non-alcoholic beverages,active,public,11-Dec-18,21-Dec-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,ONS,,,,Quarterly,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/train-station-usage,121b4114-821a-43cb-b7df-8f17b6fbdaa4,train-station-usage,Train Station Usage,active,public,29-Oct-13,18-Dec-18,UK Open Government Licence (OGL v2),,Office for Rail Regulation,,Office for Rail Regulation,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23244/certificate,"national, overground, network-rail, railway, orr, trains, entries, exits",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,042db38a-1b05-44ae-8c2f-ac454dd308a5,Train Stations,UK
https://data.london.gov.uk/dataset/london-fire-brigade---fleet-list,b8839499-c9d8-4fa7-a651-611c4d39b80c,london-fire-brigade---fleet-list,London Fire Brigade - fleet list,active,public,08-Sep-16,18-Dec-18,Open Data Commons Open Database License (ODbL),,London Fire Brigade,,David Wyatt,david.wyatt@london-fire.gov.uk,London Fire Brigade,david.wyatt@london-fire.gov.uk,Annually,,"LFB London Fire Brigade, appliances",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ed9dfa59-ec53-443f-a843-15b216b65288,Greater London,
https://data.london.gov.uk/dataset/london-plan-opportunity-areas,9c49cfaf-dd8c-4345-a5a2-8903d8d9ff63,london-plan-opportunity-areas,London Plan Opportunity Areas,active,public,17-Nov-15,18-Dec-18,UK Open Government Licence (OGL v2),"“OS OPEN PRODUCTS LICENSED UNDER OGL v3.0 Using Information under this licence. Worldwide, royalty-free, perpetual, non-exclusive licence to use the Information subject to the conditions below. This licence does not affect your freedom under fair dealing or fair use or any other copyright or database right exceptions and limitations.You are free to: • copy, publish, distribute and transmit the Information; • adapt the Information; • exploit the Information commercially and non-commercially for example, by combining it with other Information, or by including it in your own product or application. You must: • acknowledge the source of the Information in your product or application by including or linking to any attribution statement specified by the Information Provider(s) and, where possible, provide a link to this licence;If a specific attribution statement is not provided, the following should be used: Contains public sector information licensed under the Open Government Licence v3.0. Contains OS data © Crown copyright and database rights 2015.”",Greater London Authority (GLA),,GLA Planning,LDDTeam@london.gov.uk,GLA GIS team,gis@london.gov.uk,Ad hoc,,"regeneration, planning, geo, development",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Custom Polygons,
https://data.london.gov.uk/dataset/income-from-research-related-activities-by-london-higher-education-providers,669131ec-93ec-4c56-8a31-be3e5524b309,income-from-research-related-activities-by-london-higher-education-providers,Income from research related activities by London higher education providers,active,public,29-Nov-18,14-Dec-18,UK Open Government Licence (OGL v3),,HESA ,,HESA Finances of Higher Education providers,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,50476dbb-f7b5-47f1-bf67-6c86a3e11d9f,,
https://data.london.gov.uk/dataset/jobs-held-by-eea-born-workers-earning-less-than-30k,fb750dab-58a1-426e-969a-2269568899b1,jobs-held-by-eea-born-workers-earning-less-than-30k,"Jobs held by EEA-born workers earning less than £30,000 per year",active,public,12-Dec-18,12-Dec-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,Greater London Authority (GLA),melisa.wickham@london.gov.uk ,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/london-food-strategy-consultation-2018,3b55fc65-2db4-4bd0-a03c-12a05d0ebbfb,london-food-strategy-consultation-2018,London Food Strategy Consultation 2018,active,public,12-Jul-18,11-Dec-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/employment-gaps,b2b90aa2-e055-46f8-8bb6-54bbd53ce398,employment-gaps,Employment Gaps,active,public,12-Jun-18,11-Dec-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,Office for National Statistics (ONS),,Greater London Authority (GLA),datastore@london.gov.uk,,,economic-fairness,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Greater London,
https://data.london.gov.uk/dataset/vip-trading-estate-public-consultation-documents,8d8ca80e-c8db-4bd9-bb4f-3014dacaa329,vip-trading-estate-public-consultation-documents,VIP Trading Estate public consultation documents,active,public,03-Dec-18,05-Dec-18,Other (Public Domain),,Greater London Authority (GLA),,GLA,viptradingestate@london.gov.uk,GLA,viptradingestate@london.gov.uk,One off,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/business-demographics-and-survival-rates-borough,d0f100ed-5286-4da2-ae3a-7911cbaab445,business-demographics-and-survival-rates-borough,"Business Demographics and Survival Rates, Borough",active,public,28-Nov-13,04-Dec-18,UK Open Government Licence (OGL v2),,Office for National Statistics (ONS),,Office for National Statistics,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23263/certificate,"start-ups, demography, survival, enterprise, enterprise-birth, start-up, active-enterprise, economy, enterprise-death, business, start",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,Local Authority,Greater London
https://data.london.gov.uk/dataset/statistical-gis-boundary-files-london,38460723-837c-44ec-b9f0-1ebe939de89a,statistical-gis-boundary-files-london,Statistical GIS Boundary Files for London,active,public,30-Oct-13,29-Nov-18,UK Open Government Licence (OGL v2),Contains National Statistics data © Crown copyright and database right [2012] and Contains Ordnance Survey data © Crown copyright and database right [2012]. http://data.london.gov.uk/documents/Geography-licensing.pdf,Greater London Authority (GLA),,Greater London Authority,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Ad hoc,https://certificates.theodi.org/datasets/23283/certificate,"areas, mapinfo, map, shape, boundary, mapping, boundaries, esri, gis, 2001, census, shapefiles, 2011, shapefile",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Output Area,Greater London
https://data.london.gov.uk/dataset/number-of-initiatives-in-borough-s-digital-strategies-for-collaboration--data-sharing-common-standards-,a642a8b8-11de-4bb2-ae2c-f83657c51c38,number-of-initiatives-in-borough-s-digital-strategies-for-collaboration--data-sharing-common-standards-,Number of initiatives in borough's digital strategies for collaboration (data sharing/common standards),active,public,29-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,Stephen Lorimer,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/proportion-of-providers-with-ofsted-good-and-outstanding-ratings-at-early-years,3bf10c86-b79b-43a0-bf40-3a618183ce1a,proportion-of-providers-with-ofsted-good-and-outstanding-ratings-at-early-years,Proportion of providers with Ofsted Good and Outstanding ratings at early years,active,public,29-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Ofsted,,Ofsted,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,921216bf-b95b-480e-9607-48a56cbd6a19,,
https://data.london.gov.uk/dataset/londons-ranking-in-access-to-business-environment--digital-infrastructure--non-digital-infrastructure-and-skills,04af59f2-c26d-4c38-a480-11f4a00de924,londons-ranking-in-access-to-business-environment--digital-infrastructure--non-digital-infrastructure-and-skills,"Londons ranking in access to business environment, digital infrastructure, non-digital infrastructure and skills",active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,European Digital City index,,European Digital City ,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,e343aed7-9a2f-4e2f-8270-b4734bbc36b4,,
https://data.london.gov.uk/dataset/total-capital-investment-in-london-life-science-companies,dad7ea7e-ddaa-4106-a530-dae2ad441e29,total-capital-investment-in-london-life-science-companies,Total capital investment in London life science companies,active,public,29-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,MedCity,,"MedCity, Pitchbook database",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c55e86c6-51e0-4878-8a6f-6fb2a5792147,,
https://data.london.gov.uk/dataset/londons-ranking-as-a-leading-global-financial-centre,236dcb25-0303-4ec9-8d40-7f25dc96fef1,londons-ranking-as-a-leading-global-financial-centre,Londons ranking as a leading global financial centre,active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,The Global Financial Centres Index,,The Global Financial Centres Index,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,fff149c6-1f5c-42e9-ab12-124f3a85f875,,
https://data.london.gov.uk/dataset/londons-ranking-as-a-leading-smart-city,1b440dcf-9a64-4689-8b9f-8a15e0e547af,londons-ranking-as-a-leading-smart-city,Londons ranking as a leading smart city,active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Juniper Research,,Juniper Research Smart City index,,,,Annually,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c90409ff-78ce-4101-a113-da1259594124,,
https://data.london.gov.uk/dataset/percentage-of-the-working-age-population-in-london--aged-16---participating-in-education-and-learning,0d723e0e-e5bf-4bdf-9452-2d1073749d30,percentage-of-the-working-age-population-in-london--aged-16---participating-in-education-and-learning,Percentage of the working age population in London (aged 16+) participating in education and learning,active,public,27-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,ONS,,,,Annually,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/number-of-international-students-at-london-universities,84a31483-ff3f-435e-b0c3-115a9ceb4a5e,number-of-international-students-at-london-universities,Number of international students at London universities,active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Higher Education Statistics Agency,,HESA Student Record ,,,,,,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,6192f493-1022-4b69-8b1d-ab3a5a179b71,,
https://data.london.gov.uk/dataset/londons-ranking-for-the-perception-of-global-city-brands,7277628d-9e6c-477b-9ec2-b279e7f49b19,londons-ranking-for-the-perception-of-global-city-brands,Londons ranking for the perception of global city brands,active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Growth from knowledge,,Growth from knowledge,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,951f6657-65ef-4f76-a0b0-80c19ce09ddb,,
https://data.london.gov.uk/dataset/rate-of-growth-in-the-value-of-londons-goods-and-services-exports,1bdd2a16-83d5-4c64-b600-890913b13e53,rate-of-growth-in-the-value-of-londons-goods-and-services-exports,Rate of growth in the value of Londons goods and services exports,active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,ONS,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/number-of-new-fdi-projects-secured-in-london--businesses-and-jobs-,fa9fe2b7-2763-4232-8c9b-4b898042f987,number-of-new-fdi-projects-secured-in-london--businesses-and-jobs-,Number of new FDI projects secured in London (businesses and jobs),active,public,29-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,fDi Markets,,"fDi Markets, Financial Times Ltd",,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,8ad30238-7dba-4cf7-a59f-6f00dd924530,,
https://data.london.gov.uk/dataset/investment-in-start-up-and-scale-up-in-tech-sector,23d01852-f0cf-4120-9616-ba5e1e30ca5a,investment-in-start-up-and-scale-up-in-tech-sector,Investment in start up and scale up in tech sector,active,public,29-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Pitchbook,,PitchBook (provided by L&P),,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,42989273-31c7-4524-bb16-2a5762aacb10,,
https://data.london.gov.uk/dataset/percentage-of-income-spent-on-transport,ec6c760f-fcb9-477f-bfcb-e55863655a0b,percentage-of-income-spent-on-transport,Percentage of income spent on transport,active,public,27-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,TfL Travel in London Report,,,,Annually,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/proportion-of-employers-reporting-a-skills-shortage-vacancy-in-london,71a74bd1-87d6-49cb-91e2-913b8040393d,proportion-of-employers-reporting-a-skills-shortage-vacancy-in-london,Proportion of employers reporting a skills shortage vacancy in London,active,public,28-Nov-18,29-Nov-18,UK Open Government Licence (OGL v3),,Office for National Statistics (ONS),,ONS,,,,,,,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,2b9d2485-1e5a-4b9b-922c-a2a4d42a864a,,
https://data.london.gov.uk/dataset/income-inequality,4fe21074-2097-427d-8ad8-3c8de1bda1cc,income-inequality,Income Inequality,active,public,27-Jun-18,28-Nov-18,UK Open Government Licence (OGL v3),,Department for Work and Pensions,,Department for Work and Pensions,,Greater London Authority (GLA),datastore@london.gov.uk,Annually,,economic-fairness,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0b8c2363-5766-42fb-9191-1f1f6dd0c74d,Greater London,
https://data.london.gov.uk/dataset/hbai-poverty,dfb6be36-bfdc-4afd-a3d3-34c1604066b8,hbai-poverty,HBAI Poverty in London,active,public,24-Jun-13,28-Nov-18,UK Open Government Licence (OGL v2),,Greater London Authority (GLA),,Greater London Authority,,Social Exclusion Team (GLA),sedata@london.gov.uk,Annually,https://certificates.theodi.org/datasets/23326/certificate,"children, pensioners, working-age, poverty, child-poverty, hbai, economic-fairness",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,Sub-Region,Greater London
https://data.london.gov.uk/dataset/gender-pay-gaps,dab467ed-0868-4d16-b2a2-ac880b423384,gender-pay-gaps,Gender Pay Gaps in London,active,public,27-Apr-18,28-Nov-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,,,,,,,economic-fairness,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/financial-position-reporting,844af4ef-e798-4787-8594-ec0011cad2aa,financial-position-reporting,LFB financial and performance reporting 2017/18,active,public,04-Sep-17,21-Nov-18,UK Open Government Licence (OGL v3),,London Fire Brigade,,David O'Sullivan,david.osullivan@london-fire.gov.uk,David Wyatt,david.wyatt@london-fire.gov.uk,Quarterly,,"finance, Financial reporting, LFEPA, LFB, london fire brigade",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,ed9dfa59-ec53-443f-a843-15b216b65288,Greater London,
https://data.london.gov.uk/dataset/mayoral-planning-applications,643ca542-856b-446c-8b19-f030ff1efa59,mayoral-planning-applications,Planning applications since 27 October 2015,active,public,23-Dec-15,20-Nov-18,UK Open Government Licence (OGL v3),,Greater London Authority (GLA),,GLA Planning,planningadmin@london.gov.uk,GLA Planning,planningadmin@london.gov.uk,Ad hoc,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
https://data.london.gov.uk/dataset/directory-of-london-businesses,a2ce538d-6ef5-4b97-b5d6-9436ebd51a4a,directory-of-london-businesses,Directory of London Businesses,active,public,22-Jan-15,20-Nov-18,Not Specified,,Companies House,,Companies House,,Opinion Research and General Statistics (GLA),datastore@london.gov.uk,Annually,,"firms, accounts, company, businesses, firm, business, non-domestic",TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,c8409bc5-c5c1-48b7-87f2-8e3efe12bea7,Other,
https://data.london.gov.uk/dataset/fire-and-rescue-services-incidents-attended-borough,c01dc4a4-4a87-4a82-b8e2-36c08fad5d8c,fire-and-rescue-services-incidents-attended-borough,"Incidents attended by LFB, by type and borough",active,public,24-Sep-14,20-Nov-18,UK Open Government Licence (OGL v2),,London Fire Brigade,,LFB Information Management,,SafeStats (GLA),safestats@london.gov.uk,Monthly,https://certificates.theodi.org/datasets/22766/certificate,"attended, rescue, indicents, fire, casualties, lfb-performance, false-alarms, special-services, lfepa, lfb, safestats",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,ed9dfa59-ec53-443f-a843-15b216b65288,Local Authority,Greater London
https://data.london.gov.uk/dataset/country-of-birth-ward-tools--2011-census-,fe075d11-3240-4a07-a85a-fe01fc2b11cb,country-of-birth-ward-tools--2011-census-,Country of Birth Ward Tools (2011 Census),active,public,27-Aug-15,20-Nov-18,UK Open Government Licence (OGL v2),,Census Information Scheme,,Census Information Scheme,census@london.gov.uk,Census Information Scheme,census@london.gov.uk,Ad hoc,,"tool, foreign, birth, country, ward, wards, excel, migrant, communities, census information scheme, map, community, nation, viz, 2011 Census, visualisation, immigrant, census, dashboard, interactive, immigrants, tableau, French, English, Irish, Chinese, Caribbean, Indian, Poland, Middle East, India, Nigerian, South American, Bangladeshi, USA, Romania, German, Ghana, European, American, Germany, Romanian, China, Jamaican, EU, France, Polish, British, African",FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,be83dfcf-79d3-4a6e-aa28-df33dc6bc3d8,Ward,
https://data.london.gov.uk/dataset/citroen-site-public-consultation-documents,4e375555-7407-43e3-8af5-04c5759fc0e6,citroen-site-public-consultation-documents,Citroen Site - public consultation documents,active,public,24-May-18,20-Nov-18,Not Specified,,Greater London Authority (GLA),,GLA,citroensite@london.gov.uk,GLA,citorensite@london.gov.uk,One off,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,5b858cb2-5c92-4b2b-8c1d-141cfc330d9c,,
