#DEBUG: Format Typ    -> comma
#DEBUG: Time Period   -> 2005-01-01 00:00:00+00:00 2017-06-26 00:00:00+00:00
#DEBUG: Time Zone     -> Etc/UTC
#DEBUG: Data Contact   -> daryl herzmann akrherz@iastate.edu 515-294-5978
#DEBUG: Entries Found -> -1
station,valid,lon,lat,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar
SUX,2005-03-21 03:52,-96.3795,42.3917,35.06,26.96,72.03,90.00,16.00,M,30.05,1018.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,24.41,METAR KSUX 210352Z 09016KT 10SM CLR 02/M03 A3005 RMK AO2 SLP187 T00171028
SUX,2005-03-21 04:52,-96.3795,42.3917,35.06,26.06,69.40,100.00,14.00,M,30.05,1018.70,10.00,M,OVC,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,25.11,METAR KSUX 210452Z 10014KT 10SM OVC080 02/M03 A3005 RMK AO2 SLP187 T00171033
SUX,2005-03-21 05:52,-96.3795,42.3917,35.06,24.98,66.36,100.00,12.00,M,30.05,1018.50,10.00,M,OVC,   ,   ,M,8500.00,M,M,M,M,M,M,M,M,M,M,25.90,METAR KSUX 210552Z AUTO 10012KT 10SM OVC085 02/M04 A3005 RMK AO2 SLP185 T00171039 10078 20011 401001061 57001
SUX,2005-03-21 06:52,-96.3795,42.3917,33.98,24.98,69.28,100.00,11.00,M,30.04,1018.10,10.00,M,BKN,   ,   ,M,8500.00,M,M,M,M,M,M,M,M,M,M,24.97,METAR KSUX 210652Z AUTO 10011KT 10SM BKN085 01/M04 A3004 RMK AO2 SLP181 T00111039
SUX,2005-03-21 07:52,-96.3795,42.3917,33.98,24.98,69.28,90.00,10.00,M,30.03,1017.80,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,25.45,METAR KSUX 210752Z AUTO 09010KT 10SM CLR 01/M04 A3003 RMK AO2 SLP178 T00111039
SUX,2005-03-21 08:52,-96.3795,42.3917,35.06,24.98,66.36,100.00,12.00,M,30.01,1017.00,10.00,M,BKN,   ,   ,M,12000.00,M,M,M,M,M,M,M,M,M,M,25.90,METAR KSUX 210852Z AUTO 10012KT 10SM BKN120 02/M04 A3001 RMK AO2 SLP170 T00171039 58012
SUX,2005-03-21 09:52,-96.3795,42.3917,35.06,24.98,66.36,80.00,11.00,M,30.01,1016.90,10.00,M,OVC,   ,   ,M,11000.00,M,M,M,M,M,M,M,M,M,M,26.33,METAR KSUX 210952Z AUTO 08011KT 10SM OVC110 02/M04 A3001 RMK AO2 SLP169 T00171039
SUX,2005-03-21 10:52,-96.3795,42.3917,35.96,24.98,64.03,90.00,15.00,M,30.00,1016.70,10.00,M,OVC,   ,   ,M,9500.00,M,M,M,M,M,M,M,M,M,M,25.91,METAR KSUX 211052Z AUTO 09015KT 10SM OVC095 02/M04 A3000 RMK AO2 SLP167 T00221039
SUX,2005-03-21 11:52,-96.3795,42.3917,35.96,24.98,64.03,100.00,13.00,M,30.01,1017.00,10.00,M,OVC,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,26.64,METAR KSUX 211152Z AUTO 10013KT 10SM OVC060 02/M04 A3001 RMK AO2 SLP170 T00221039 10028 20011 55000
SUX,2005-03-21 12:52,-96.3795,42.3917,37.04,24.98,61.35,90.00,13.00,M,30.01,1017.00,10.00,M,OVC,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,28.03,METAR KSUX 211252Z 09013KT 10SM OVC060 03/M04 A3001 RMK AO2 SLP170 T00281039
SUX,2005-03-21 13:52,-96.3795,42.3917,37.04,26.06,64.17,100.00,14.00,M,30.02,1017.50,10.00,M,OVC,   ,   ,M,6500.00,M,M,M,M,M,M,M,M,M,M,27.66,METAR KSUX 211352Z 10014KT 10SM OVC065 03/M03 A3002 RMK AO2 SLP175 T00281033
SUX,2005-03-21 14:52,-96.3795,42.3917,37.04,28.94,72.24,100.00,15.00,M,30.03,1017.70,9.00,21.00,FEW,OVC,   ,M,4400.00,8000.00,M,M,-RA,M,M,M,M,M,M,27.31,METAR KSUX 211452Z 10015G21KT 9SM -RA FEW044 OVC080 03/M02 A3003 RMK AO2 RAB40UPB41E51 SLP177 P0000 60000 T00281017 53004
SUX,2005-03-21 15:52,-96.3795,42.3917,37.04,30.02,75.50,100.00,15.00,M,30.04,1018.10,9.00,M,SCT,OVC,   ,M,6000.00,7500.00,M,M,-RA,M,M,M,M,M,M,27.31,METAR KSUX 211552Z 10015KT 9SM -RA SCT060 OVC075 03/M01 A3004 RMK AO2 SLP181 P0000 T00281011
SUX,2005-03-21 16:52,-96.3795,42.3917,39.92,30.02,67.45,100.00,16.00,M,30.03,1017.70,9.00,26.00,OVC,   ,   ,M,9000.00,M,M,M,M,M,M,M,26.00,110.00,2005-03-21 16:47,30.74,METAR KSUX 211652Z 10016G26KT 9SM OVC090 04/M01 A3003 RMK AO2 PK WND 11026/1647 RAE1554 SLP177 P0000 T00441011
SUX,2005-03-21 17:52,-96.3795,42.3917,44.06,26.96,50.73,100.00,18.00,M,30.01,1017.10,10.00,24.00,SCT,   ,   ,M,9000.00,M,M,M,M,M,M,M,26.00,90.00,2005-03-21 17:15,35.62,METAR KSUX 211752Z 10018G24KT 10SM SCT090 07/M03 A3001 RMK AO2 PK WND 09026/1715 SLP171 60000 T00671028 10067 20022 58004
SUX,2005-03-21 18:52,-96.3795,42.3917,44.06,26.06,48.87,100.00,19.00,M,30.01,1017.20,10.00,24.00,BKN,   ,   ,M,10000.00,M,M,M,M,M,M,M,26.00,100.00,2005-03-21 17:56,35.39,METAR KSUX 211852Z 10019G24KT 10SM BKN100 07/M03 A3001 RMK AO2 PK WND 10026/1756 SLP172 T00671033
SUX,2005-03-21 19:52,-96.3795,42.3917,48.02,26.06,42.07,100.00,17.00,M,30.00,1016.70,10.00,24.00,SCT,BKN,   ,M,7500.00,10000.00,M,M,M,M,M,M,26.00,120.00,2005-03-21 19:19,41.06,METAR KSUX 211952Z 10017G24KT 10SM SCT075 BKN100 09/M03 A3000 RMK AO2 PK WND 12026/1919 SLP167 T00891033
SUX,2005-03-21 20:52,-96.3795,42.3917,48.92,24.08,37.46,100.00,20.00,M,29.98,1016.00,10.00,25.00,FEW,BKN,   ,M,8000.00,11000.00,M,M,M,M,M,M,26.00,110.00,2005-03-21 20:25,41.61,METAR KSUX 212052Z 10020G25KT 10SM FEW080 BKN110 09/M04 A2998 RMK AO2 PK WND 11026/2025 SLP160 T00941044 58010
SUX,2005-03-21 21:52,-96.3795,42.3917,50.00,24.08,35.98,100.00,19.00,M,29.97,1015.50,10.00,M,FEW,   ,   ,M,10000.00,M,M,M,M,M,M,M,28.00,90.00,2005-03-21 21:28,43.24,METAR KSUX 212152Z 10019KT 10SM FEW100 10/M04 A2997 RMK AO2 PK WND 09028/2128 SLP155 T01001044
SUX,2005-03-21 22:52,-96.3795,42.3917,50.00,21.02,31.63,90.00,17.00,M,29.97,1015.50,10.00,25.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,43.66,METAR KSUX 212252Z 09017G25KT 10SM CLR 10/M06 A2997 RMK AO2 SLP155 T01001061
SUX,2005-03-21 23:52,-96.3795,42.3917,48.92,24.08,37.46,90.00,18.00,M,29.98,1015.80,10.00,24.00,CLR,   ,   ,M,M,M,M,M,M,M,M,M,27.00,90.00,2005-03-21 23:01,42.02,METAR KSUX 212352Z 09018G24KT 10SM CLR 09/M04 A2998 RMK AO2 PK WND 09027/2301 SLP158 T00941044 10100 20067 55001
SUX,2005-03-22 00:52,-96.3795,42.3917,46.04,24.98,43.34,80.00,15.00,M,30.00,1016.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,38.98,METAR KSUX 220052Z 08015KT 10SM CLR 08/M04 A3000 RMK AO2 SLP167 T00781039
SUX,2005-03-22 01:52,-96.3795,42.3917,39.92,30.02,67.45,70.00,12.00,M,30.02,1017.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,32.08,METAR KSUX 220152Z 07012KT 10SM CLR 04/M01 A3002 RMK AO2 SLP172 T00441011
SUX,2005-03-22 02:52,-96.3795,42.3917,39.02,30.02,69.86,80.00,14.00,M,30.03,1017.80,10.00,20.00,FEW,   ,   ,M,11000.00,M,M,M,M,M,M,M,M,M,M,30.21,METAR KSUX 220252Z 08014G20KT 10SM FEW110 04/M01 A3003 RMK AO2 SLP178 T00391011 51016
SUX,2005-03-22 06:52,-96.3795,42.3917,39.02,26.96,61.63,80.00,7.00,M,30.07,1019.10,10.00,M,OVC,   ,   ,M,7500.00,M,M,M,M,M,M,M,M,M,M,33.34,METAR KSUX 220652Z 08007KT 10SM OVC075 04/M03 A3007 RMK AO2 SLP191 T00391028
SUX,2005-03-22 07:52,-96.3795,42.3917,37.94,26.06,61.94,90.00,11.00,M,30.07,1018.90,10.00,M,BKN,BKN,   ,M,8000.00,9500.00,M,M,M,M,M,M,M,M,M,29.97,METAR KSUX 220752Z 09011KT 10SM BKN080 BKN095 03/M03 A3007 RMK AO2 SLP189 T00331033
SUX,2005-03-22 08:52,-96.3795,42.3917,35.96,26.06,66.97,80.00,7.00,M,30.06,1018.60,10.00,M,BKN,   ,   ,M,11000.00,M,M,M,M,M,M,M,M,M,M,29.61,METAR KSUX 220852Z 08007KT 10SM BKN110 02/M03 A3006 RMK AO2 SLP186 T00221033 58005
SUX,2005-03-22 09:52,-96.3795,42.3917,37.04,26.96,66.60,70.00,7.00,M,30.07,1018.90,10.00,M,OVC,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,30.92,METAR KSUX 220952Z 07007KT 10SM OVC080 03/M03 A3007 RMK AO2 SLP189 T00281028
SUX,2005-03-22 10:52,-96.3795,42.3917,35.96,26.96,69.51,60.00,8.00,M,30.07,1018.90,10.00,M,BKN,OVC,   ,M,7000.00,9000.00,M,M,M,M,M,M,M,M,M,28.99,METAR KSUX 221052Z 06008KT 10SM BKN070 OVC090 02/M03 A3007 RMK AO2 SLP189 T00221028
SUX,2005-03-22 11:52,-96.3795,42.3917,35.96,26.96,69.51,60.00,9.00,M,30.08,1019.10,10.00,M,BKN,OVC,   ,M,7000.00,8000.00,M,M,M,M,M,M,M,M,M,28.44,METAR KSUX 221152Z 06009KT 10SM BKN070 OVC080 02/M03 A3008 RMK AO2 SLP191 T00221028 10039 20022 51004
SUX,2005-03-22 12:52,-96.3795,42.3917,35.06,26.96,72.03,60.00,11.00,M,30.09,1019.60,8.00,M,BKN,   ,   ,M,7000.00,M,M,M,M,M,M,M,M,M,M,26.33,METAR KSUX 221252Z 06011KT 8SM BKN070 02/M03 A3009 RMK AO2 SLP196 T00171028
SUX,2005-03-22 13:52,-96.3795,42.3917,35.06,26.96,72.03,70.00,11.00,M,30.10,1020.30,8.00,M,OVC,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,26.33,METAR KSUX 221352Z 07011KT 8SM OVC060 02/M03 A3010 RMK AO2 SLP203 T00171028
SUX,2005-03-22 14:52,-96.3795,42.3917,35.96,24.98,64.03,50.00,12.00,M,30.11,1020.70,10.00,M,OVC,   ,   ,M,4100.00,M,M,M,M,M,M,M,M,M,M,27.04,METAR KSUX 221452Z 05012KT 10SM OVC041 02/M04 A3011 RMK AO2 SLP207 T00221039 51013
SUX,2005-03-22 15:52,-96.3795,42.3917,37.04,26.06,64.17,60.00,9.00,M,30.10,1020.30,10.00,M,BKN,BKN,OVC,M,3300.00,4900.00,5500.00,M,M,M,M,M,M,M,M,29.78,METAR KSUX 221552Z 06009KT 10SM BKN033 BKN049 OVC055 03/M03 A3010 RMK AO2 SLP203 T00281033
SUX,2005-03-22 16:52,-96.3795,42.3917,37.94,26.96,64.29,60.00,11.00,M,30.10,1020.20,10.00,M,FEW,BKN,OVC,M,3100.00,4400.00,5500.00,M,M,M,M,M,M,M,M,29.97,METAR KSUX 221652Z 06011KT 10SM FEW031 BKN044 OVC055 03/M03 A3010 RMK AO2 SLP202 T00331028
SUX,2005-03-22 17:52,-96.3795,42.3917,41.00,28.04,59.65,80.00,10.00,M,30.10,1020.00,10.00,M,BKN,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,34.25,METAR KSUX 221752Z 08010KT 10SM BKN060 05/M02 A3010 RMK AO2 SLP200 T00501022 10050 20017 56006
SUX,2005-03-22 18:52,-96.3795,42.3917,42.08,28.04,57.22,60.00,10.00,M,30.08,1019.30,10.00,M,FEW,   ,   ,M,7500.00,M,M,M,M,M,M,M,M,M,M,35.61,METAR KSUX 221852Z 06010KT 10SM FEW075 06/M02 A3008 RMK AO2 SLP193 T00561022
SUX,2005-03-22 19:52,-96.3795,42.3917,44.96,26.96,49.02,60.00,12.00,M,30.05,1018.40,10.00,M,FEW,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,38.50,METAR KSUX 221952Z 06012KT 10SM FEW080 07/M03 A3005 RMK AO2 SLP184 T00721028
SUX,2005-03-22 20:52,-96.3795,42.3917,44.96,26.06,47.23,50.00,13.00,M,30.03,1017.80,10.00,20.00,SCT,   ,   ,M,7000.00,M,M,M,M,M,M,M,M,M,M,38.17,METAR KSUX 222052Z 05013G20KT 10SM SCT070 07/M03 A3003 RMK AO2 SLP178 T00721033 56021
SUX,2005-03-22 21:52,-96.3795,42.3917,44.96,24.98,45.15,30.00,13.00,M,30.03,1017.50,10.00,M,FEW,BKN,   ,M,5500.00,8500.00,M,M,M,M,M,M,M,M,M,38.17,METAR KSUX 222152Z 03013KT 10SM FEW055 BKN085 07/M04 A3003 RMK AO2 SLP175 T00721039
SUX,2005-03-22 22:52,-96.3795,42.3917,44.96,24.08,43.49,70.00,12.00,M,30.02,1017.30,10.00,M,BKN,OVC,   ,M,7000.00,8500.00,M,M,M,M,M,M,M,M,M,38.50,METAR KSUX 222252Z 07012KT 10SM BKN070 OVC085 07/M04 A3002 RMK AO2 SLP173 T00721044
SUX,2005-03-22 23:52,-96.3795,42.3917,42.08,24.98,50.42,70.00,12.00,M,30.04,1017.90,10.00,M,OVC,   ,   ,M,10000.00,M,M,M,M,M,M,M,M,M,M,34.83,METAR KSUX 222352Z 07012KT 10SM OVC100 06/M04 A3004 RMK AO2 SLP179 T00561039 10078 20050 53000
SUX,2005-03-23 00:52,-96.3795,42.3917,39.92,26.06,57.33,60.00,9.00,M,30.05,1018.50,10.00,M,BKN,OVC,   ,M,7500.00,11000.00,M,M,M,M,M,M,M,M,M,33.36,METAR KSUX 230052Z 06009KT 10SM BKN075 OVC110 04/M03 A3005 RMK AO2 SLP185 T00441033
SUX,2005-03-23 01:52,-96.3795,42.3917,37.04,26.96,66.60,60.00,10.00,M,30.06,1018.90,10.00,M,OVC,   ,   ,M,9000.00,M,M,M,M,M,M,M,M,M,M,29.29,METAR KSUX 230152Z 06010KT 10SM OVC090 03/M03 A3006 RMK AO2 SLP189 T00281028
SUX,2005-03-23 02:52,-96.3795,42.3917,33.98,26.06,72.45,60.00,8.00,M,30.08,1019.50,10.00,M,FEW,SCT,   ,M,10000.00,12000.00,M,M,M,M,M,M,M,M,M,26.55,METAR KSUX 230252Z 06008KT 10SM FEW100 SCT120 01/M03 A3008 RMK AO2 SLP195 T00111033 53013
SUX,2005-03-23 03:52,-96.3795,42.3917,33.98,24.98,69.28,60.00,7.00,M,30.07,1019.40,10.00,M,OVC,   ,   ,M,10000.00,M,M,M,M,M,M,M,M,M,M,27.19,METAR KSUX 230352Z 06007KT 10SM OVC100 01/M04 A3007 RMK AO2 SLP194 T00111039
SUX,2005-03-23 04:52,-96.3795,42.3917,33.98,24.98,69.28,30.00,5.00,M,30.07,1019.40,10.00,M,BKN,OVC,   ,M,9000.00,11000.00,M,M,M,M,M,M,M,M,M,28.75,METAR KSUX 230452Z 03005KT 10SM BKN090 OVC110 01/M04 A3007 RMK AO2 SLP194 T00111039
SUX,2005-03-23 05:52,-96.3795,42.3917,33.08,24.08,69.17,20.00,5.00,M,30.07,1019.30,10.00,M,OVC,   ,   ,M,10000.00,M,M,M,M,M,M,M,M,M,M,27.68,METAR KSUX 230552Z 02005KT 10SM OVC100 01/M04 A3007 RMK AO2 SLP193 T00061044 10056 20006 400780006 56001
SUX,2005-03-23 06:52,-96.3795,42.3917,33.80,24.80,69.25,60.00,6.00,M,30.06,M,10.00,M,OVC,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,27.70,METAR KSUX 230652Z 06006KT 10SM OVC080 01/M04 A3006
SUX,2005-03-23 07:52,-96.3795,42.3917,33.08,24.98,71.82,340.00,4.00,M,30.05,1018.30,10.00,M,FEW,BKN,   ,M,7000.00,10000.00,M,M,M,M,M,M,M,M,M,28.68,METAR KSUX 230752Z 34004KT 10SM FEW070 BKN100 01/M04 A3005 RMK AO2 SLP183 T00061039
SUX,2005-03-23 08:52,-96.3795,42.3917,32.00,24.98,75.00,340.00,4.00,M,30.03,1017.60,10.00,M,BKN,   ,   ,M,9000.00,M,M,M,M,M,M,M,M,M,M,27.42,METAR KSUX 230852Z 34004KT 10SM BKN090 00/M04 A3003 RMK AO2 SLP176 T00001039 58016
SUX,2005-03-23 09:52,-96.3795,42.3917,33.08,24.98,71.82,40.00,3.00,M,30.01,1017.20,10.00,M,OVC,   ,   ,M,9000.00,M,M,M,M,M,M,M,M,M,M,29.92,METAR KSUX 230952Z 04003KT 10SM OVC090 01/M04 A3001 RMK AO2 SLP172 T00061039
SUX,2005-03-23 10:52,-96.3795,42.3917,28.94,24.08,81.80,80.00,3.00,M,30.00,1016.90,10.00,M,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,25.19,METAR KSUX 231052Z 08003KT 10SM M02/M04 A3000 RMK AO2 SLP169 T10171044 $
SUX,2005-03-23 11:52,-96.3795,42.3917,26.96,21.92,81.03,40.00,3.00,M,30.01,1017.40,9.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,22.93,METAR KSUX 231152Z 04003KT 9SM CLR M03/M06 A3001 RMK AO2 SLP174 T10281056 10011 21056 55004 $
SUX,2005-03-23 12:52,-96.3795,42.3917,26.06,21.92,84.10,350.00,4.00,M,30.03,1017.90,7.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,20.48,METAR KSUX 231252Z 35004KT 7SM CLR M03/M06 A3003 RMK AO2 SLP179 T10331056
SUX,2005-03-23 13:52,-96.3795,42.3917,32.00,24.98,75.00,10.00,4.00,M,30.03,1018.00,8.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,27.42,METAR KSUX 231352Z 01004KT 8SM CLR 00/M04 A3003 RMK AO2 SLP180 T00001039
SUX,2005-03-23 14:52,-96.3795,42.3917,35.96,24.98,64.03,110.00,7.00,M,30.03,1017.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,29.61,METAR KSUX 231452Z 11007KT 10SM CLR 02/M04 A3003 RMK AO2 SLP179 T00221039 50005
SUX,2005-03-23 15:52,-96.3795,42.3917,39.92,24.98,54.81,210.00,4.00,M,30.04,1018.00,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,36.67,METAR KSUX 231552Z 21004KT 10SM CLR 04/M04 A3004 RMK AO2 SLP180 T00441039
SUX,2005-03-23 16:52,-96.3795,42.3917,44.06,24.98,46.73,0.00,0.00,M,30.02,1017.20,10.00,M,   ,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,44.06,METAR KSUX 231652Z 00000KT 10SM 07/M04 A3002 RMK AO2 SLP172 T00671039 $
SUX,2005-03-23 17:52,-96.3795,42.3917,48.02,24.98,40.22,90.00,10.00,M,29.98,1016.10,M,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,43.06,METAR KSUX 231752Z 09010KT CLR 09/M04 A2998 RMK AO2 SLP161 T00891039 10089 21044 58015 $
SUX,2005-03-23 18:52,-96.3795,42.3917,51.98,23.00,31.96,130.00,8.00,M,29.96,1015.10,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,51.98,METAR KSUX 231852Z 13008KT 10SM CLR 11/M05 A2996 RMK AO2 SLP151 T01111050 $
SUX,2005-03-23 19:52,-96.3795,42.3917,55.04,21.02,26.28,130.00,7.00,M,29.93,1014.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,55.04,METAR KSUX 231952Z 13007KT 100V170 10SM CLR 13/M06 A2993 RMK AO2 SLP143 T01281061 $
SUX,2005-03-23 20:52,-96.3795,42.3917,53.96,17.06,23.07,120.00,7.00,M,29.93,1014.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,53.96,METAR KSUX 232052Z 12007KT 080V140 10SM CLR 12/M08 A2993 RMK AO2 SLP142 T01221083 56017 $
SUX,2005-03-23 21:52,-96.3795,42.3917,55.94,15.98,20.48,120.00,9.00,M,29.91,1013.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,55.94,METAR KSUX 232152Z 12009KT 10SM CLR 13/M09 A2991 RMK AO2 SLP133 T01331089
SUX,2005-03-23 22:52,-96.3795,42.3917,55.94,17.06,21.47,140.00,9.00,M,29.90,1012.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,55.94,METAR KSUX 232252Z 14009KT 10SM CLR 13/M08 A2990 RMK AO2 SLP129 T01331083
SUX,2005-03-23 23:52,-96.3795,42.3917,55.04,17.96,23.06,140.00,6.00,M,29.89,1012.70,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,55.04,METAR KSUX 232352Z 14006KT 10SM CLR 13/M08 A2989 RMK AO2 SLP127 T01281078 10139 20094 56015
SUX,2005-03-24 00:52,-96.3795,42.3917,48.92,15.98,26.52,140.00,6.00,M,29.89,1012.90,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,45.91,METAR KSUX 240052Z 14006KT 10SM CLR 09/M09 A2989 RMK AO2 SLP129 T00941089
SUX,2005-03-24 01:52,-96.3795,42.3917,42.98,15.98,33.21,120.00,6.00,M,29.90,1013.30,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,38.75,METAR KSUX 240152Z 12006KT 10SM CLR 06/M09 A2990 RMK AO2 SLP133 T00611089
SUX,2005-03-24 02:52,-96.3795,42.3917,44.06,17.06,33.40,130.00,7.00,M,29.91,1013.50,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,39.48,METAR KSUX 240252Z 13007KT 10SM CLR 07/M08 A2991 RMK AO2 SLP135 T00671083 53007
SUX,2005-03-24 03:52,-96.3795,42.3917,44.06,17.06,33.40,80.00,8.00,M,29.92,1013.90,10.00,M,BKN,   ,   ,M,12000.00,M,M,M,M,M,M,M,M,M,M,38.97,METAR KSUX 240352Z 08008KT 10SM BKN120 07/M08 A2992 RMK AO2 SLP139 T00671083
SUX,2005-03-24 04:52,-96.3795,42.3917,41.00,19.04,40.90,130.00,7.00,M,29.93,1014.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,35.75,METAR KSUX 240452Z 13007KT 10SM CLR 05/M07 A2993 RMK AO2 SLP142 T00501072
SUX,2005-03-24 05:52,-96.3795,42.3917,42.98,24.08,46.91,140.00,8.00,M,29.94,1014.20,10.00,M,CLR,   ,   ,M,M,M,M,M,M,M,M,M,M,M,M,37.64,METAR KSUX 240552Z 14008KT 10SM CLR 06/M04 A2994 RMK AO2 SLP142 T00611044 10128 20044 401391056 51009
SUX,2005-03-24 06:52,-96.3795,42.3917,44.06,28.04,53.03,140.00,7.00,M,29.94,1014.10,10.00,M,OVC,   ,   ,M,8000.00,M,M,M,M,M,M,M,M,M,M,39.48,METAR KSUX 240652Z 14007KT 10SM OVC080 07/M02 A2994 RMK AO2 SLP141 T00671022
SUX,2005-03-24 07:52,-96.3795,42.3917,42.08,28.94,59.36,110.00,5.00,M,29.93,1013.80,10.00,M,OVC,   ,   ,M,6000.00,M,M,M,M,M,M,M,M,M,M,38.37,METAR KSUX 240752Z 11005KT 10SM OVC060 06/M02 A2993 RMK AO2 SLP138 T00561017
SUX,2005-03-24 08:52,-96.3795,42.3917,42.98,37.04,79.38,140.00,8.00,M,29.92,1013.50,10.00,M,OVC,   ,   ,M,3700.00,M,M,M,M,M,M,M,M,M,M,37.64,METAR KSUX 240852Z 14008KT 10SM OVC037 06/03 A2992 RMK AO2 RAB07E34 SLP135 P0000 60000 T00610028 58006
SUX,2005-03-24 09:52,-96.3795,42.3917,42.08,35.96,78.74,130.00,7.00,M,29.92,1013.50,10.00,M,OVC,   ,   ,M,9000.00,M,M,M,M,M,M,M,M,M,M,37.07,METAR KSUX 240952Z 13007KT 10SM OVC090 06/02 A2992 RMK AO2 SLP135 T00560022
SUX,2005-03-24 10:52,-96.3795,42.3917,41.00,35.96,82.09,120.00,7.00,M,29.92,1013.50,10.00,M,FEW,OVC,   ,M,6500.00,9000.00,M,M,M,M,M,M,M,M,M,35.75,METAR KSUX 241052Z 12007KT 10SM FEW065 OVC090 05/02 A2992 RMK AO2 SLP135 T00500022
SUX,2005-03-24 11:52,-96.3795,42.3917,39.92,35.06,82.60,120.00,8.00,M,29.92,1013.70,10.00,M,FEW,BKN,OVC,M,7000.00,8000.00,10000.00,M,M,M,M,M,M,M,M,33.87,METAR KSUX 241152Z 12008KT 10SM FEW070 BKN080 OVC100 04/02 A2992 RMK AO2 SLP137 60000 T00440017 10067 20044 53002
SUX,2005-03-24 12:52,-96.3795,42.3917,39.20,35.60,86.79,130.00,6.00,M,29.93,M,7.00,M,FEW,SCT,OVC,M,3100.00,4200.00,5500.00,M,M,M,M,M,M,M,M,34.20,METAR KSUX 241252Z 13006KT 7SM FEW031 SCT042 OVC055 04/02 A2993
SUX,2005-03-24 13:52,-96.3795,42.3917,41.00,37.04,85.67,130.00,8.00,M,29.93,1014.30,4.00,M,BKN,OVC,   ,M,3100.00,3500.00,M,M,-RA BR,M,M,M,M,M,M,35.20,METAR KSUX 241352Z 13008KT 4SM -RA BR BKN031 OVC035 05/03 A2993 RMK AO2 RAB1259E12B31 SLP143 P0000 T00500028
SUX,2005-03-24 14:52,-96.3795,42.3917,41.00,37.94,88.76,140.00,6.00,0.02,29.94,1014.50,4.00,M,BKN,OVC,   ,M,1200.00,2700.00,M,M,-RA BR,M,M,M,M,M,M,36.37,METAR KSUX 241452Z 14006KT 4SM -RA BR BKN012 OVC027 05/03 A2994 RMK AO2 SLP145 P0002 60002 T00500033 53005
SUX,2005-03-24 15:52,-96.3795,42.3917,41.00,37.94,88.76,130.00,7.00,M,29.94,1014.30,3.00,M,BKN,BKN,OVC,M,800.00,2700.00,3700.00,M,-RA BR,M,M,M,M,M,M,35.75,METAR KSUX 241552Z 13007KT 3SM -RA BR BKN008 BKN027 OVC037 05/03 A2994 RMK AO2 SLP143 P0000 T00500033
SUX,2005-03-24 16:52,-96.3795,42.3917,42.08,39.02,88.81,130.00,7.00,M,29.94,1014.50,3.00,M,OVC,   ,   ,M,600.00,M,M,M,BR,M,M,M,M,M,M,37.07,METAR KSUX 241652Z 13007KT 3SM BR OVC006 06/04 A2994 RMK AO2 RAE06 CIG 006V010 SLP145 P0000 T00560039
